title,price,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,seller_or_agent_name,time_on_jiji
3bdrm Apartment in Kileleshwa for sale,12000000,"Nairobi, Kileleshwa",124,3,3,Semi-Furnished,,1967279,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-5QDXfMPhe0Yg5b8e0W162ixe.html,,"Nairobi, Kileleshwa, 5 hours ago",,Newly-Built,,Floh homes,6 y on Jiji
"6bdrm Villa in Mugutha, Ruiru for sale",34000000,"Kiambu, Ruiru",450,6,6,Unfurnished,Agent,4828460,False,True,active,/ruiru/houses-apartments-for-sale/6bdrm-villa-in-mugutha-ruiru-for-sale-rlTEUinLWKmDeChaxZNN6VLz.html,,"Kiambu, Ruiru, 5 hours ago",,Fairly Used,7,Beamers Properties,2 y 6 m on Jiji
5bdrm Mansion in Elgon View Estate for sale,45000000,"Eldoret CBD, Elgon View",300,5,5,Unfurnished,,1439859,False,True,active,/elgon-view/houses-apartments-for-sale/5bdrm-mansion-in-elgon-view-estate-for-sale-AZyzNsTsAL0d4p1LuHH1Th5R.html,,"Uasin Gishu, Eldoret CBD, Elgon View, 5 hours ago",,Fairly Used,5,Danwill investments,6 y 1 m on Jiji
"2bdrm Apartment in Kilimanj, Hurlingham for sale",9700000,"Kilimani, Hurlingham",215,2,2,Unfurnished,Agent,1186226,False,True,active,/hurlingham/houses-apartments-for-sale/2bdrm-apartment-in-kilimanj-hurlingham-for-sale-3C2Ifou2VCommvzv0U5YdS4X.html,,"Nairobi, Kilimani, Hurlingham, 5 hours ago",,Under construction,2,Havilaplus estates Ltd,6 y 1 m on Jiji
3bdrm Apartment in Kileleshwa for sale,19500000,"Nairobi, Kileleshwa",130,3,4,Unfurnished,Agent,1186226,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-fLFNQJlc7CAEebyD6GrvTAGs.html,,"Nairobi, Kileleshwa, 5 hours ago",,Under construction,4,Havilaplus estates Ltd,6 y 1 m on Jiji
"4bdrm Maisonette in Alton Court, Katani for sale",18000000,"Syokimau, Katani",240,4,2,Unfurnished,,1518131,False,True,active,/katani/houses-apartments-for-sale/4bdrm-maisonette-in-alton-court-katani-for-sale-jWcyPESBYGK8yXLRAwP6XC4r.html,,"Machakos, Syokimau, Katani, 5 hours ago",,Fairly Used,2,Afriland Valuers Limited,6 y 1 m on Jiji
3bdrm Bungalow in Bendor Estate for Sale,28000000,"Thika, Bendor Estate",300,3,3,Unfurnished,,1936322,False,True,active,/bendor-estate/houses-apartments-for-sale/3bdrm-bungalow-in-bendor-estate-for-sale-BZqaXDRer90Umrj1mMjB65PH.html,,"Kiambu, Thika, Bendor Estate, 5 hours ago",,Old,,Joseph,6 y 1 m on Jiji
"4bdrm Villa in Membley Estate, Ruiru for sale",33000000,"Kiambu, Ruiru",420,4,4,Semi-Furnished,Developer,1975572,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-villa-in-membley-estate-ruiru-for-sale-BNCnhG6NFuyybXk8V46QYfKV.html,,"Kiambu, Ruiru, 5 hours ago",,Newly-Built,4,Janice Properties,6 y on Jiji
3bdrm Apartment in Kileleshwa for Sale,20000000,"Nairobi, Kileleshwa",233,3,4,Semi-Furnished,,1967279,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-pnpmLYjzIKkDEhEP33BEHiTh.html,,"Nairobi, Kileleshwa, 5 hours ago",,Newly-Built,,Floh homes,6 y on Jiji
1bdrm Apartment in Ziwa la Ngombe for sale,2900000,"Nyali, Ziwa la Ngombe",30,1,1,Unfurnished,Owner,2160908,False,True,active,/ziwa-la-ngombe/houses-apartments-for-sale/1bdrm-apartment-in-ziwa-la-ngombe-for-sale-ATgEAW9c14dTV7o32SyF2MTS.html,,"Mombasa, Nyali, Ziwa la Ngombe, 5 hours ago",,Fairly Used,1,Dotpole Caiton,5 y 7 m on Jiji
2bdrm Apartment in Kilimani for sale,9900000,"Nairobi, Kilimani",100,2,2,Unfurnished,Agent,4771796,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-for-sale-C4d7psESEmpiCQVzMmcaFt7V.html,,"Nairobi, Kilimani, 5 hours ago",,Under construction,2,Address Ally Real Estate,2 y 7 m on Jiji
"1bdrm Apartment in Adams Arcade, Kilimani for sale",7500000,"Nairobi, Kilimani",68,1,2,Unfurnished,,6317676,False,True,active,/kilimani/houses-apartments-for-sale/1bdrm-apartment-in-adams-arcade-kilimani-for-sale-1onZ9tSzhyhX1Xh6Qc5CVcSZ.html,,"Nairobi, Kilimani, 5 hours ago",,Under construction,,Urbancore Limited,2 m on Jiji
"1bdrm Apartment in 1/2 Br Tatu City, Ruiru for sale",5950000,"Kiambu, Ruiru",750,1,1,Unfurnished,,1955562,False,True,active,/ruiru/houses-apartments-for-sale/1bdrm-apartment-in-1-2-br-tatu-city-ruiru-for-sale-CjddV4arCbCbY6l6YLW0yyYe.html,,"Kiambu, Ruiru, 5 hours ago",,Newly-Built,1,Big Biz,6 y on Jiji
"4bdrm Mansion in Mugutha Estate, Ruiru for sale",28000000,"Kiambu, Ruiru",350,4,4,Semi-Furnished,Developer,1975572,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-mansion-in-mugutha-estate-ruiru-for-sale-aozwWCipyKLROjKStphsmpg4.html,,"Kiambu, Ruiru, 5 hours ago",,Newly-Built,4,Janice Properties,6 y on Jiji
"5bdrm Mansion in Mugutha, Kimbo for sale",22000000,"Ruiru, Kimbo",320,5,5,Unfurnished,Agent,5511260,False,True,active,/kimbo/houses-apartments-for-sale/5bdrm-mansion-in-mugutha-kimbo-for-sale-bxGxRkyTFGXHooakIrQTkxgH.html,,"Kiambu, Ruiru, Kimbo, 5 hours ago",,Newly-Built,5,Luminous Properties,1 y 5 m on Jiji
"4bdrm Villa in Maporomoko, Riverside Estate for sale",28000000,"Thika, Riverside Estate",300,4,4,Unfurnished,,1936322,False,True,active,/riverside-estate/houses-apartments-for-sale/4bdrm-villa-in-maporomoko-riverside-estate-for-sale-yXnOwbXh9sJmnrzgYIXeASkg.html,,"Kiambu, Thika, Riverside Estate, 5 hours ago",,Newly-Built,,Joseph,6 y 1 m on Jiji
Furnished 4bdrm Maisonette in Membley Estate for sale,110000000,"Ruiru, Membley Estate",1000,4,5,Furnished,Agent,1746939,False,True,active,/membley-estate/houses-apartments-for-sale/furnished-4bdrm-maisonette-in-membley-estate-for-sale-2AQTfBsrjQ8fJUnXdocPAFNi.html,,"Kiambu, Ruiru, Membley Estate, 5 hours ago",,Fairly Used,5,GT Kenya,6 y 1 m on Jiji
"3bdrm House in Karai, Naivasha East for sale",3900000,"Naivasha, Naivasha East",5000,3,2,Unfurnished,,1942247,False,True,active,/naivasha-east/houses-apartments-for-sale/3bdrm-house-in-karai-naivasha-east-for-sale-p39r6BHBqk1XnyTDzkaXZ7WG.html,,"Nakuru, Naivasha, Naivasha East, 5 hours ago",,Fairly Used,,Martin Njoroge,6 y on Jiji
5bdrm Maisonette in K.Road for Sale,40000000,"Juja, Kenyatta Road / Theta ",480,5,5,Unfurnished,,1975572,False,True,active,/theta/houses-apartments-for-sale/5bdrm-maisonette-in-k-road-for-sale-86X1XlJjDTC5BoGkwCooQHfV.html,,"Kiambu, Juja, Kenyatta Road / Theta , 5 hours ago",,Newly-Built,,Janice Properties,6 y on Jiji
4bdrm Mansion in Ruiru Mugutha for sale,18000000,"Kiambu, Ruiru",320,4,4,Semi-Furnished,Developer,1975572,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-mansion-in-ruiru-mugutha-for-sale-r8lbSunowuOXMYzdYRu0sY26.html,,"Kiambu, Ruiru, 5 hours ago",,Newly-Built,4,Janice Properties,6 y on Jiji
"4bdrm Maisonette in Mugutha, Ruiru for sale",28000000,"Kiambu, Ruiru",420,4,4,Semi-Furnished,Developer,1975572,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-maisonette-in-mugutha-ruiru-for-sale-gjxr4PgJmc9iD47u608jZCoS.html,,"Kiambu, Ruiru, 5 hours ago",,Newly-Built,4,Janice Properties,6 y on Jiji
"4bdrm Villa in Runda Paradise, Kiambu / Kiambu  for sale",62000000,"Kiambu, Kiambu / Kiambu ",420,4,4,Semi-Furnished,Developer,1975572,False,True,active,/kiambu-kiambu/houses-apartments-for-sale/4bdrm-villa-in-runda-paradise-kiambu-kiambu-for-sale-zX1KXo08U8qYPMXswmXPq1a4.html,,"Kiambu, Kiambu / Kiambu , 5 hours ago",,Newly-Built,4,Janice Properties,6 y on Jiji
1bdrm Room & Parlour in Loresho Ridge for sale,12000000,"Westlands, Loresho",75,1,1,Unfurnished,Agent,2877684,False,True,active,/loresho/houses-apartments-for-sale/1bdrm-room-parlour-in-loresho-ridge-for-sale-QetCKr0F1BiPFjZlgziTDa6.html,,"Nairobi, Westlands, Loresho, 5 hours ago",,Fairly Used,1,Finest Home Real Estate,4 y 8 m on Jiji
"3bdrm Maisonette in Translake Estate, Market Milimani for sale",7900000,"Kisumu Central, Market Milimani",112,3,2,Unfurnished,,2877684,False,True,active,/market-milimani/houses-apartments-for-sale/3bdrm-maisonette-in-translake-estate-market-milimani-for-sale-3WTTpk3zv04XuEzgzvnpemkM.html,,"Kisumu, Kisumu Central, Market Milimani, 5 hours ago",,Fairly Used,,Finest Home Real Estate,4 y 8 m on Jiji
"3bdrm Apartment in Park Peak, Parklands/Highridge for sale",23000000,"Nairobi, Parklands/Highridge",220,3,3,Unfurnished,Agent,2877684,False,True,active,/parklands-highridge/houses-apartments-for-sale/3bdrm-apartment-in-park-peak-parklands-highridge-for-sale-nvE7QkpfhRvgBDiAN9MYRxpB.html,,"Nairobi, Parklands/Highridge, 5 hours ago",,Newly-Built,3,Finest Home Real Estate,4 y 8 m on Jiji
4bdrm Mansion in Membley for sale,24500000,"Ruiru, Membley Estate",276,4,4,Unfurnished,Agent,5511260,False,True,active,/membley-estate/houses-apartments-for-sale/4bdrm-mansion-in-membley-for-sale-kZm1kc2IYEtTmFZvWm6EDZ6o.html,,"Kiambu, Ruiru, Membley Estate, 5 hours ago",,Newly-Built,4,Luminous Properties,1 y 5 m on Jiji
"3bdrm Bungalow in Mugutha, Kimbo for sale",11000000,"Ruiru, Kimbo",123,3,3,Unfurnished,Agent,5511260,False,True,active,/kimbo/houses-apartments-for-sale/3bdrm-bungalow-in-mugutha-kimbo-for-sale-zJjiMyPL9UOhfh4R29T7Jzq3.html,,"Kiambu, Ruiru, Kimbo, 5 hours ago",,Newly-Built,3,Luminous Properties,1 y 5 m on Jiji
1bdrm Apartment in Kileleshwa for sale,6700000,"Nairobi, Kileleshwa",129,1,1,Unfurnished,,6317676,False,True,active,/kileleshwa/houses-apartments-for-sale/1bdrm-apartment-in-kileleshwa-for-sale-hVAwNDO6d5ieeGZS14BR05VH.html,,"Nairobi, Kileleshwa, 5 hours ago",,Under construction,,Urbancore Limited,2 m on Jiji
4bdrm Apartment in Kileleshwa Estate for sale,23000000,"Nairobi, Kileleshwa",230,4,4,Unfurnished,,6317676,False,True,active,/kileleshwa/houses-apartments-for-sale/4bdrm-apartment-in-kileleshwa-estate-for-sale-kcAmp4I9ySBAZw3DSfBA8JiW.html,,"Nairobi, Kileleshwa, 5 hours ago",,Under construction,,Urbancore Limited,2 m on Jiji
"Furnished 2bdrm Apartment in Dolce Vita Oasis, Westlands for sale",11900000,"Nairobi, Westlands",65,2,2,Furnished,Agent,419161,False,True,active,/westlands/houses-apartments-for-sale/furnished-2bdrm-apartment-in-dolce-vita-oasis-westlands-for-sale-yv2Z9LDBbARU7yzckk5NRL2j.html,,"Nairobi, Westlands, 5 hours ago",,Newly-Built,2,Omaira Realtors,6 y 1 m on Jiji
"4bdrm Maisonette in Mugutha, Ruiru for sale",17500000,"Kiambu, Ruiru",320,4,4,Semi-Furnished,Developer,1975572,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-maisonette-in-mugutha-ruiru-for-sale-1gN42S6f4FAeLgtkxHTgRlru.html,,"Kiambu, Ruiru, 5 hours ago",,Newly-Built,4,Janice Properties,6 y on Jiji
"3bdrm Apartment in Mango  Heights, Hurlingham for sale",13000000,"Kilimani, Hurlingham",125,3,3,Unfurnished,,2255186,False,True,active,/hurlingham/houses-apartments-for-sale/3bdrm-apartment-in-mango-heights-hurlingham-for-sale-bwTy3u9jl0dJHgdlepPogGne.html,,"Nairobi, Kilimani, Hurlingham, 5 hours ago",,Fairly Used,,littlestar ltd,5 y 5 m on Jiji
"6bdrm Villa in Lavender Villa, Muthangari for Sale",105000000,"Lavington, Muthangari",720,6,5,Unfurnished,,2255186,False,True,active,/muthangari/houses-apartments-for-sale/6bdrm-villa-in-lavender-villa-muthangari-for-sale-mPJLtLB73675edJtvM8aznjI.html,,"Nairobi, Lavington, Muthangari, 5 hours ago",,Newly-Built,,littlestar ltd,5 y 5 m on Jiji
"3bdrm Apartment in Lifestyle Terraces, Gateway Mall Area for sale",8700000,"Syokimau, Gateway Mall Area",100,3,2,Unfurnished,,1518131,False,True,active,/gateway-mall-area/houses-apartments-for-sale/3bdrm-apartment-in-lifestyle-terraces-gateway-mall-area-for-sale-kOlAphq36SPWMA3RdY73LzSc.html,,"Machakos, Syokimau, Gateway Mall Area, 5 hours ago",,Fairly Used,2,Afriland Valuers Limited,6 y 1 m on Jiji
"5bdrm Maisonette in Embakasi, Tassia for sale",11500000,"Embakasi, Tassia",200,5,4,Unfurnished,,2877684,False,True,active,/tassia/houses-apartments-for-sale/5bdrm-maisonette-in-embakasi-tassia-for-sale-bloFCJDeCdFA3LGFdyaHnSvV.html,,"Nairobi, Embakasi, Tassia, 5 hours ago",,Fairly Used,,Finest Home Real Estate,4 y 8 m on Jiji
"3bdrm Bungalow in Mugutha, Ruiru for sale",11000000,"Kiambu, Ruiru",185,3,3,Unfurnished,Agent,4828460,False,True,active,/ruiru/houses-apartments-for-sale/3bdrm-bungalow-in-mugutha-ruiru-for-sale-3gnGxpgm0RccoJdxgC1UQoKt.html,,"Kiambu, Ruiru, 5 hours ago",,Newly-Built,4,Beamers Properties,2 y 6 m on Jiji
1bdrm Apartment in Kitisuru for sale,5000000,"Nairobi, Kitisuru",40,1,1,Unfurnished,Agent,5880303,False,True,active,/kitisuru/houses-apartments-for-sale/1bdrm-apartment-in-kitisuru-for-sale-93VKCt70RznmYcrgIKPkVrES.html,,"Nairobi, Kitisuru, 5 hours ago",,Under construction,1,Oxford Gate Real Estate,10 m on Jiji
2bdrm Apartment in Kilimani for sale,14500000,"Nairobi, Kilimani",109,2,3,Unfurnished,,6317676,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-for-sale-yy28usWnzxvIp3EqZQ1Ewx79.html,,"Nairobi, Kilimani, 5 hours ago",,Under construction,,Urbancore Limited,2 m on Jiji
1bdrm Apartment in Westlands Estate for sale,8800000,"Nairobi, Westlands",90,1,1,Unfurnished,,6317676,False,True,active,/westlands/houses-apartments-for-sale/1bdrm-apartment-in-westlands-estate-for-sale-jW7hvpaDCq5bAZotRDxUEFLM.html,,"Nairobi, Westlands, 5 hours ago",,Under construction,,Urbancore Limited,2 m on Jiji
"1bdrm Apartment in Whitehouse Estate, Nakuru Town East for sale",32000000,"Nakuru, Nakuru Town East",4000,1,1,Unfurnished,Agent,419161,False,True,active,/nakuru-east/houses-apartments-for-sale/1bdrm-apartment-in-whitehouse-estate-nakuru-town-east-for-sale-kAEbc0V4hWbcA2Dt2gbzuQ1T.html,,"Nakuru, Nakuru Town East, 5 hours ago",,Fairly Used,1,Omaira Realtors,6 y 1 m on Jiji
3bdrm Apartment in Kileleshwa for Sale,11700000,"Nairobi, Kileleshwa",120,3,3,Unfurnished,,1967279,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-5qh9zAZIGLglHtWIxQn1cazX.html,,"Nairobi, Kileleshwa, 5 hours ago",,Newly-Built,,Floh homes,6 y on Jiji
4bdrm Townhouse/Terrace in Runda for sale,55000000,"Nairobi, Runda",487,4,4,Semi-Furnished,,1967279,False,True,active,/karura/houses-apartments-for-sale/4bdrm-townhouse-terrace-in-runda-for-sale-tvx9o1IHknm6GolXy5kiMkkm.html,,"Nairobi, Runda, 5 hours ago",,Newly-Built,,Floh homes,6 y on Jiji
"2bdrm Apartment in Sabaki Green, Athi River for Sale",5800000,"Machakos, Athi River",99,2,2,Unfurnished,,2255186,False,True,active,/athi-river/houses-apartments-for-sale/2bdrm-apartment-in-sabaki-green-athi-river-for-sale-7SEcDdIJ3oAAycQU3qWptUQl.html,,"Machakos, Athi River, 5 hours ago",,Under construction,,littlestar ltd,5 y 5 m on Jiji
5bdrm Villa in Lavington for sale,85000000,"Nairobi, Lavington",650,5,5,Unfurnished,Agent,2877684,False,True,active,/lavington/houses-apartments-for-sale/5bdrm-villa-in-lavington-for-sale-52WtCSAwqGAKr5Mdzn5RKVDs.html,,"Nairobi, Lavington, 5 hours ago",,Fairly Used,6,Finest Home Real Estate,4 y 8 m on Jiji
"4bdrm Villa in Pazuri, Vipingo for sale",17980000,"Kilifi South, Vipingo",211,4,4,Unfurnished,Agent,2877684,False,True,active,/vipingo/houses-apartments-for-sale/4bdrm-villa-in-pazuri-vipingo-for-sale-nroSNLCvJ4pMrBW8CdbBQ65R.html,,"Kilifi, Kilifi South, Vipingo, 5 hours ago",,Newly-Built,5,Finest Home Real Estate,4 y 8 m on Jiji
"3bdrm Bungalow in Mugutha, Kimbo for sale",9600000,"Ruiru, Kimbo",50,3,2,Unfurnished,Agent,3325054,False,True,active,/kimbo/houses-apartments-for-sale/3bdrm-bungalow-in-mugutha-kimbo-for-sale-pueEnTH9C8mQj0AXqWOYpjE9.html,,"Kiambu, Ruiru, Kimbo, 5 hours ago",,Newly-Built,2,Nimac Properties Ltd,4 y 3 m on Jiji
"2bdrm Apartment in Camden Court, DayStar Area for sale",7900000,"Athi River, DayStar Area",50,2,2,Unfurnished,Agent,3325054,False,True,active,/daystar-area/houses-apartments-for-sale/2bdrm-apartment-in-camden-court-daystar-area-for-sale-BermZHlwOirIZDwxypAsSO2s.html,,"Machakos, Athi River, DayStar Area, 5 hours ago",,Fairly Used,2,Nimac Properties Ltd,4 y 3 m on Jiji
1bdrm Apartment in Kitengela Stage for sale,33000000,"Kajiado, Kitengela",1000,1,1,Unfurnished,Agent,3848379,False,True,active,/kitengela/houses-apartments-for-sale/1bdrm-apartment-in-kitengela-stage-for-sale-hN2cNCNaGkY7JPxDc6NJKreZ.html,,"Kajiado, Kitengela, 5 hours ago",,Fairly Used,1,Ati Care Homes Ltd,3 y 7 m on Jiji
"5bdrm Bungalow in Nyuat Estate, Rimpa for sale",20000000,"Ongata Rongai, Rimpa",200,5,4,Unfurnished,Agent,4390298,False,True,active,/rimpa/houses-apartments-for-sale/5bdrm-bungalow-in-nyuat-estate-rimpa-for-sale-wkxbVYSqb2e4r9cRXjOv45LU.html,,"Kajiado, Ongata Rongai, Rimpa, 5 hours ago",,Fairly Used,4,Periurban Properties,3 y on Jiji
"1bdrm Apartment in 1/2Br, Westlands for sale",8000000,"Nairobi, Westlands",254,1,2,Unfurnished,,1955562,False,True,active,/westlands/houses-apartments-for-sale/1bdrm-apartment-in-1-2br-westlands-for-sale-beK1Y7qs1DwbmZubYoJHHtTi.html,,"Nairobi, Westlands, 5 hours ago",,Under construction,2,Big Biz,6 y on Jiji
4bdrm Maisonette in Kitengela for sale,17000000,"Kajiado, Kitengela",156,4,4,Unfurnished,,2877684,False,True,active,/kitengela/houses-apartments-for-sale/4bdrm-maisonette-in-kitengela-for-sale-pK2ccCKVEYY34Fvpm189wNfX.html,,"Kajiado, Kitengela, 5 hours ago",,Newly-Built,,Finest Home Real Estate,4 y 8 m on Jiji
3bdrm Apartment in Ruaka for sale,9500000,"Kiambu, Ruaka",1100,3,3,Unfurnished,Agent,3325054,False,True,active,/ruaka-banana/houses-apartments-for-sale/3bdrm-apartment-in-ruaka-for-sale-2CP2thboUrKBvecWllXCAz68.html,,"Kiambu, Ruaka, 5 hours ago",,Fairly Used,3,Nimac Properties Ltd,4 y 3 m on Jiji
3bdrm Apartment in Kileleshwa for sale,16500000,"Nairobi, Kileleshwa",190,3,3,Unfurnished,,3417908,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-kileleshwa-for-sale-7CTeEH8iTcMsrv34XzSHvrHK.html,,"Nairobi, Kileleshwa, 5 hours ago",,Under construction,3,Anne Njeri,4 y 2 m on Jiji
"3bdrm Apartment in Syokimau, Mombasa Road for sale",10560000,"Nairobi, Mombasa Road",120,3,2,Unfurnished,,4771796,False,True,active,/mombasa-road/houses-apartments-for-sale/3bdrm-apartment-in-syokimau-mombasa-road-for-sale-pX9nNCesEfJFlIniEg9ZNkTC.html,,"Nairobi, Mombasa Road, 5 hours ago",,Newly-Built,3,Address Ally Real Estate,2 y 7 m on Jiji
"3bdrm Bungalow in Mugutha, Kimbo for sale",11000000,"Ruiru, Kimbo",190,3,3,Unfurnished,Agent,5511260,False,True,active,/kimbo/houses-apartments-for-sale/3bdrm-bungalow-in-mugutha-kimbo-for-sale-rHHXuZovrkG0i4Hs4ry0Eld4.html,,"Kiambu, Ruiru, Kimbo, 5 hours ago",,Newly-Built,3,Luminous Properties,1 y 5 m on Jiji
5bdrm Maisonette in Karen for sale,48000000,"Nairobi, Karen",3380,5,4,Unfurnished,Owner,5745740,False,True,active,/karen/houses-apartments-for-sale/5bdrm-maisonette-in-karen-for-sale-r8M8se4UXOGaKjWQXWWurOxM.html,,"Nairobi, Karen, 5 hours ago",,Renovated,4,First Home Villas Ltd,1 y 1 m on Jiji
"5bdrm Villa in Loresho, Westlands for sale",150000000,"Westlands, Loresho",480,5,5,Unfurnished,,5880303,False,True,active,/loresho/houses-apartments-for-sale/5bdrm-villa-in-loresho-westlands-for-sale-mLC6IgIcBoN9ncTNqXmRZ9cH.html,,"Nairobi, Westlands, Loresho, 5 hours ago",,Newly-Built,5,Oxford Gate Real Estate,10 m on Jiji
4bdrm House in Lavington for sale,32000000,"Nairobi, Lavington",159,4,4,Unfurnished,,6317676,False,True,active,/lavington/houses-apartments-for-sale/4bdrm-house-in-lavington-for-sale-rB7wnhWt4w1pwsoivaM639Vr.html,,"Nairobi, Lavington, 5 hours ago",,Renovated,4,Urbancore Limited,2 m on Jiji
"4bdrm Bungalow in Milimani Behind, Kitengela for sale",8000008,"Kajiado, Kitengela",400,4,4,Unfurnished,Agent,244661,False,True,active,/kitengela/houses-apartments-for-sale/4bdrm-bungalow-in-milimani-behind-kitengela-for-sale-bnZlP7MCLgxDaIDGU3DZVzfk.html,,"Kajiado, Kitengela, 5 hours ago",,Newly-Built,4,Mapcad Properties,6 y 1 m on Jiji
3bdrm Bungalow in Kimumu Estate for sale,8500000,"Moiben, Kimumu",300,3,3,Unfurnished,,1439859,False,True,active,/kimumu-moiben/houses-apartments-for-sale/3bdrm-bungalow-in-kimumu-estate-for-sale-dTUYV8Yts83RzqyBGhYjRP4b.html,,"Uasin Gishu, Moiben, Kimumu, 5 hours ago",,Fairly Used,3,Danwill investments,6 y 1 m on Jiji
5bdrm Maisonette in Zambezi/Sigona for sale,23000000,"Kikuyu, Zambezi/Sigona",200,5,4,Semi-Furnished,Agent,1746939,False,True,active,/sigona/houses-apartments-for-sale/5bdrm-maisonette-in-zambezi-sigona-for-sale-pcOrXmTVk5Z0QP0gsoNOeeQ.html,,"Kiambu, Kikuyu, Zambezi/Sigona, 5 hours ago",,Newly-Built,3,GT Kenya,6 y 1 m on Jiji
3bdrm Apartment in Syokimau for sale,9100000,"Machakos, Syokimau",96,3,3,Unfurnished,,1518131,False,True,active,/syokimau-mulolongo/houses-apartments-for-sale/3bdrm-apartment-in-syokimau-for-sale-fL297gjYgyPCtNZOVyKwO1LM.html,,"Machakos, Syokimau, 5 hours ago",,Fairly Used,,Afriland Valuers Limited,6 y 1 m on Jiji
"3bdrm Bungalow in Unfinished House On, Kiplombe for Sale",6500000,"Turbo, Kiplombe",1600,3,4,Unfurnished,,2255186,False,True,active,/kiplombe/houses-apartments-for-sale/3bdrm-bungalow-in-unfinished-house-on-kiplombe-for-sale-sJ7shGY9uZIc2udHVcSa7pv.html,,"Uasin Gishu, Turbo, Kiplombe, 5 hours ago",,Uncompleted Building,,littlestar ltd,5 y 5 m on Jiji
"3bdrm Apartment in Elina Residence, Kileleshwa for sale",23000000,"Nairobi, Kileleshwa",204,3,3,Unfurnished,Agent,2877684,False,True,active,/kileleshwa/houses-apartments-for-sale/3bdrm-apartment-in-elina-residence-kileleshwa-for-sale-3xk7uhRCBWuYdkMfPIy2sUfu.html,,"Nairobi, Kileleshwa, 5 hours ago",,Newly-Built,3,Finest Home Real Estate,4 y 8 m on Jiji
3bdrm Apartment in Raphta Road Area for sale,41000000,"Westlands, Raphta Road Area",218,3,3,Unfurnished,Agent,4771796,False,True,active,/raphta-road-area/houses-apartments-for-sale/3bdrm-apartment-in-raphta-road-area-for-sale-1Di9VK5xsQEVNfBcX1qZPzrc.html,,"Nairobi, Westlands, Raphta Road Area, 5 hours ago",,Under construction,3,Address Ally Real Estate,2 y 7 m on Jiji
"4bdrm Apartment in Venus Oak, Kileleshwa for sale",22000000,"Nairobi, Kileleshwa",230,4,5,Unfurnished,,5637264,False,True,active,/kileleshwa/houses-apartments-for-sale/4bdrm-apartment-in-venus-oak-kileleshwa-for-sale-rD0tZnLkItxmne5BU2pTlPZY.html,,"Nairobi, Kileleshwa, 7 hours ago",,Newly-Built,,Orion Valuers,1 y 3 m on Jiji
4bdrm Maisonette in Muthwani for sale,10000000,"Mavoko, Muthwani",230,4,4,Unfurnished,Agent,1378546,False,True,active,/muthwani/houses-apartments-for-sale/4bdrm-maisonette-in-muthwani-for-sale-mBZYKGtaEyi3m2nU5OjcgoF1.html,,"Machakos, Mavoko, Muthwani, 7 hours ago",,Fairly Used,4,Properties With Muthoni,6 y 1 m on Jiji
4bdrm Apartment in Rhapta Road for sale,22900000,"Westlands, Raphta Road Area",280,4,4,Semi-Furnished,,2717057,False,True,active,/raphta-road-area/houses-apartments-for-sale/4bdrm-apartment-in-rhapta-road-for-sale-yIWf2kpM9PszCTCk9aGJKypx.html,,"Nairobi, Westlands, Raphta Road Area, 7 hours ago",,Fairly Used,4,Rex Real Estate,4 y 10 m on Jiji
3bdrm Apartment in Hurlingham for sale,32500000,"Kilimani, Hurlingham",267,3,4,Unfurnished,Agent,5547880,False,True,active,/hurlingham/houses-apartments-for-sale/3bdrm-apartment-in-hurlingham-for-sale-PpGMH0j6YAyCklpiAwwI39W.html,,"Nairobi, Kilimani, Hurlingham, 7 hours ago",,Under construction,,Debra Joy,1 y 5 m on Jiji
2bdrm Apartment in Majengo for sale,4800000,"Mvita, Majengo",898,2,2,Unfurnished,Owner,2284123,False,True,active,/majengo-mvita/houses-apartments-for-sale/2bdrm-apartment-in-majengo-for-sale-ieztE0osbnH7MOEhkCfeEKd0.html,,"Mombasa, Mvita, Majengo, 19 hours ago",,Fairly Used,2,Been Ally,5 y 4 m on Jiji
"Furnished 4bdrm Bungalow in Lakewood School, Utawala for sale",11500000,"Nairobi, Utawala",40,4,4,Furnished,Owner,1793421,False,True,active,/utawala/houses-apartments-for-sale/furnished-4bdrm-bungalow-in-lakewood-school-utawala-for-sale-msZhKanc0UxNJfbaYmjjTHys.html,,"Nairobi, Utawala, 19 hours ago",,Newly-Built,4,Paul,6 y 1 m on Jiji
